abs time (s)	Fx	Fy	Fz	|Ft|	Fx12	Fx34	Fy14	Fy23	Fz1	Fz2	Fz3	Fz4	Mx	My	Mz	Tz	Ax	Ay
	N	N	N	N	N	N	N	N	N	N	N	N	N m	N m	N m	N m	m	m
1.170000	-1.944077	-6.204373	743.809900	743.838316	-8.117182	6.173105	-15.761483	9.557110	283.348389	-3.792647	370.261902	93.992256	-36.660488	-1.392050	-0.180174	-0.072744	0.001872	-0.049287
1.180000	-2.040981	-6.108602	742.865809	742.893728	-8.181466	6.140485	-15.665711	9.557110	283.666931	-4.113378	370.261902	93.050354	-36.476855	-1.360096	-0.162348	-0.050946	0.001831	-0.049103
1.190000	-1.944077	-5.853491	743.044088	743.069687	-8.117182	6.173105	-15.538016	9.684525	284.463318	-3.953013	369.797394	92.736389	-36.141290	-1.450123	-0.168648	-0.062665	0.001952	-0.048639
1.200000	-2.008840	-5.566386	743.681104	743.704648	-8.149324	6.140485	-15.346474	9.780087	284.622620	-3.632281	369.797394	92.893372	-36.089600	-1.452503	-0.157226	-0.048868	0.001953	-0.048528
1.210000	-2.040981	-5.502539	744.160462	744.183604	-8.181466	6.140485	-15.282626	9.780087	285.419006	-3.471916	370.261902	91.951469	-35.805644	-1.361503	-0.143135	-0.034865	0.001830	-0.048115
1.220000	-1.976697	-5.406662	742.155575	742.177901	-8.117182	6.140485	-15.138968	9.732306	285.737549	-3.311550	368.249054	91.480522	-35.217417	-1.562619	-0.133020	-0.027836	0.002106	-0.047453
1.230000	-1.928006	-5.326818	742.953056	742.974653	-8.101110	6.173105	-15.043198	9.716379	286.374664	-3.151185	368.249054	91.480522	-35.061514	-1.617638	-0.116306	-0.013721	0.002177	-0.047192
1.240000	-1.895386	-5.278722	743.437492	743.458648	-8.101110	6.205725	-14.899540	9.620818	287.011780	-3.151185	367.939392	91.637505	-34.905719	-1.748622	-0.081076	0.020332	0.002352	-0.046952
1.250000	-1.895147	-5.230767	743.605644	743.626456	-8.117182	6.222034	-14.819731	9.588964	287.489594	-3.151185	367.629730	91.637505	-34.750382	-1.843108	-0.061200	0.040330	0.002479	-0.046732
1.260000	-1.847650	-4.911529	743.946753	743.965260	-8.020755	6.173105	-14.500492	9.588964	288.604553	-2.830453	367.320068	90.852585	-34.258693	-1.879247	-0.051963	0.045528	0.002526	-0.046050
1.270000	-1.767771	-4.751874	742.705295	742.722600	-7.908256	6.140485	-14.324911	9.573037	289.241669	-2.990819	366.700745	89.753700	-33.826886	-1.913803	-0.058006	0.034753	0.002577	-0.045546
1.280000	-1.702531	-4.480557	743.981517	743.996957	-7.908256	6.205725	-14.069521	9.588964	290.356598	-2.990819	366.391083	90.224655	-33.648368	-2.138333	-0.016222	0.073657	0.002874	-0.045227
1.290000	-1.525271	-4.177280	742.136177	742.149500	-7.763616	6.238345	-13.766244	9.588964	291.471527	-3.151185	364.533081	89.282753	-32.911122	-2.393323	-0.002233	0.078879	0.003225	-0.044346
1.300000	-1.396224	-3.810296	743.871829	743.882898	-7.667189	6.270965	-13.462968	9.652672	292.745758	-2.990819	365.462067	88.654823	-32.700928	-2.334350	0.013754	0.087090	0.003138	-0.043960
1.310000	-1.379198	-3.475201	744.680777	744.690163	-7.715402	6.336205	-13.175653	9.700453	294.179260	-2.830453	365.462067	87.869904	-32.240250	-2.392170	0.065189	0.136063	0.003212	-0.043294
1.320000	-1.378720	-3.172205	743.905188	743.913229	-7.747544	6.368824	-13.000072	9.827868	294.975647	-2.830453	365.616913	86.143082	-31.780212	-2.261915	0.083921	0.152466	0.003041	-0.042721
1.330000	-1.378959	-2.725656	744.714311	744.720575	-7.731473	6.352514	-12.728720	10.003064	296.249878	-2.349356	365.926575	84.887215	-31.260001	-2.169238	0.088983	0.154806	0.002913	-0.041976
1.340000	-1.524316	-2.311067	744.408552	744.413700	-7.827900	6.303585	-12.505254	10.194187	297.205536	-2.509722	366.081390	83.631348	-30.899388	-2.140420	0.102364	0.172281	0.002875	-0.041509
1.350000	-1.654318	-2.055991	742.556816	742.561505	-7.860043	6.205725	-12.393520	10.337529	297.683350	-2.028625	364.997559	81.904533	-30.156955	-2.068718	0.085428	0.158341	0.002786	-0.040612
1.360000	-1.815985	-1.784883	740.838906	740.843281	-7.956470	6.140485	-12.233901	10.449018	298.001923	-2.028625	364.687897	80.177711	-29.698144	-1.944163	0.097441	0.174922	0.002624	-0.040087
1.370000	-1.849082	-1.593550	742.252807	742.256821	-7.924327	6.075245	-12.138129	10.544580	298.798309	-1.707894	365.926575	79.235817	-29.542687	-1.741062	0.077989	0.155323	0.002346	-0.039801
1.380000	-2.075511	-1.147246	741.328986	741.332779	-8.052896	5.977385	-11.978510	10.831264	299.435425	-1.387163	365.771729	77.508995	-28.994868	-1.600581	0.068883	0.152538	0.002159	-0.039112
1.390000	-2.173371	-0.541324	742.147611	742.150991	-8.052896	5.879525	-11.659272	11.117949	300.709625	-1.066431	365.152405	77.352013	-28.547887	-1.774882	0.053218	0.138115	0.002392	-0.038467
1.400000	-2.062545	0.016853	741.223806	741.226676	-7.827900	5.765356	-11.324072	11.340925	301.665314	-1.066431	364.842743	75.782181	-28.005968	-1.733357	-0.001148	0.076742	0.002339	-0.037783
1.410000	-1.919098	0.543072	740.301057	740.303744	-7.602904	5.683805	-11.036757	11.579829	302.461700	-0.906066	364.533081	74.212341	-27.462397	-1.652003	-0.056649	0.013331	0.002232	-0.037096
1.420000	-1.920530	1.037436	741.112771	741.115986	-7.506476	5.585946	-10.749443	11.786880	303.576630	-0.906066	363.758911	74.683296	-27.201015	-1.935274	-0.085874	-0.018094	0.002611	-0.036703
1.430000	-1.889343	1.356430	740.501431	740.505084	-7.410049	5.520706	-10.541938	11.898368	303.895203	-0.745700	363.139587	74.212341	-26.901526	-1.970659	-0.106686	-0.041658	0.002661	-0.036329
1.440000	-1.808987	1.372497	742.681039	742.684510	-7.329693	5.520706	-10.478090	11.850587	304.213745	-0.906066	364.533081	74.840279	-27.274900	-1.932646	-0.109361	-0.046498	0.002602	-0.036725
1.450000	-1.858634	1.340608	740.962626	740.966169	-7.281480	5.422846	-10.494053	11.834661	304.373016	-1.226797	363.604065	74.212341	-26.994366	-2.028609	-0.138580	-0.074538	0.002738	-0.036431
1.460000	-1.874227	1.133417	740.489390	740.492629	-7.329693	5.455466	-10.557900	11.691318	304.213745	-1.226797	363.604065	73.898376	-26.954104	-1.972523	-0.112874	-0.047671	0.002664	-0.036400
1.470000	-1.777084	0.878307	741.582877	741.585526	-7.281480	5.504396	-10.685596	11.563903	304.373016	-1.387163	363.913727	74.683296	-27.161759	-2.063539	-0.112765	-0.050120	0.002783	-0.036627
1.480000	-1.712083	0.559524	742.048160	742.050346	-7.265409	5.553326	-10.797329	11.356853	304.213745	-1.547528	363.913727	75.468216	-27.368325	-2.154935	-0.094755	-0.033234	0.002904	-0.036882
1.490000	-1.710650	0.272525	743.295313	743.297331	-7.361836	5.651186	-10.940986	11.213511	303.735901	-1.226797	364.533081	76.253128	-27.667686	-2.078909	-0.055935	0.006978	0.002797	-0.037223
1.500000	-1.709695	0.081262	742.212828	742.214802	-7.426121	5.716425	-11.004833	11.086095	304.213745	-1.387163	363.604065	75.782181	-27.315591	-2.210419	-0.022402	0.040278	0.002978	-0.036803
1.510000	-1.742792	0.129077	742.666319	742.668375	-7.393978	5.651186	-10.988872	11.117949	303.895203	-1.387163	364.533081	75.625198	-27.535858	-2.043364	-0.043786	0.020477	0.002751	-0.037077
1.520000	-1.596242	0.017484	744.085935	744.087648	-7.377907	5.781665	-11.036757	11.054241	303.895203	-1.066431	364.533081	76.724083	-27.686467	-2.130147	-0.019005	0.040339	0.002863	-0.037209
1.530000	-1.725767	-0.030332	744.398806	744.400807	-7.442192	5.716425	-11.052719	11.022388	304.054474	-1.226797	364.533081	77.038048	-27.747327	-2.212008	-0.017289	0.047128	0.002972	-0.037275
1.540000	-1.774457	-0.014405	744.554419	744.556534	-7.458263	5.683805	-11.052719	11.038314	303.895203	-1.387163	364.223419	77.822960	-27.907021	-2.345679	-0.022510	0.044044	0.003150	-0.037482
1.550000	-1.742315	-0.062046	743.291510	743.293555	-7.426121	5.683805	-10.988872	10.926826	303.258087	-1.387163	364.068573	77.352013	-27.907141	-2.229847	-0.007898	0.057704	0.003000	-0.037545
1.560000	-1.709934	-0.157784	743.748976	743.750959	-7.410049	5.700116	-11.068682	10.910898	302.620972	-1.387163	364.378235	78.136932	-28.249173	-2.208967	-0.015517	0.049899	0.002970	-0.037982
1.570000	-1.612313	-0.237348	741.726937	741.728727	-7.393978	5.781665	-11.036757	10.799410	302.620972	-2.028625	362.055756	79.078835	-28.097769	-2.673275	0.014789	0.076721	0.003604	-0.037882
1.580000	-1.434575	-0.508280	742.025224	742.026785	-7.281480	5.846905	-11.116567	10.608287	302.302399	-2.349356	362.365417	79.706764	-28.400957	-2.703728	0.018695	0.075455	0.003644	-0.038275
1.590000	-1.305528	-0.635765	743.131817	743.133235	-7.185053	5.879525	-11.148491	10.512726	301.983856	-1.868260	362.210571	80.805649	-28.551517	-2.752412	0.013570	0.066083	0.003704	-0.038421
1.600000	-1.240766	-0.858987	742.623759	742.625292	-7.152911	5.912145	-11.260224	10.401237	301.028198	-2.670088	362.675079	81.590569	-29.142854	-2.769488	0.013636	0.065531	0.003729	-0.039243
1.610000	-1.208623	-1.098171	742.473237	742.475033	-7.120768	5.912145	-11.387919	10.289748	300.709625	-2.349356	362.365417	81.747551	-29.101124	-2.747322	0.005263	0.056698	0.003700	-0.039195
1.620000	-1.128745	-1.273472	743.082797	743.084746	-7.008270	5.879525	-11.435805	10.162333	300.072540	-2.990819	362.055756	83.945320	-29.726566	-3.045145	-0.014218	0.036156	0.004098	-0.040004
1.630000	-1.016246	-1.544475	744.640509	744.642805	-6.895772	5.879525	-11.547539	10.003064	299.594696	-2.830453	362.675079	85.201187	-30.152905	-3.039882	-0.031013	0.016443	0.004082	-0.040493
1.640000	-0.983626	-1.831405	742.768447	742.771356	-6.895772	5.912145	-11.659272	9.827868	298.320465	-2.830453	360.507416	86.771019	-30.275273	-3.334006	-0.016873	0.031440	0.004489	-0.040760
1.650000	-0.837553	-2.150257	744.316040	744.319617	-6.847558	6.010005	-11.802929	9.652672	297.842651	-3.151185	361.126740	88.497833	-30.889861	-3.441482	-0.003159	0.041542	0.004624	-0.041501
1.660000	-0.707790	-2.500999	744.146496	744.151035	-6.799345	6.091555	-11.962548	9.461549	297.205536	-3.311550	361.126740	89.125771	-31.159161	-3.453785	0.007288	0.048533	0.004641	-0.041872
1.670000	-0.626240	-2.819923	744.605954	744.611557	-6.799345	6.173105	-12.138129	9.318206	296.727692	-3.632281	360.971924	90.538620	-31.556132	-3.619381	0.019730	0.059977	0.004861	-0.042380
1.680000	-0.560761	-3.011222	746.011662	746.017950	-6.815415	6.254654	-12.217939	9.206717	295.612762	-3.311550	360.817078	92.893372	-32.146344	-3.745307	0.043055	0.082337	0.005020	-0.043091
1.690000	-0.576116	-3.378065	743.955858	743.963750	-6.879700	6.303585	-12.457368	9.079303	294.975647	-3.792647	360.507416	92.265442	-32.165960	-3.689084	0.052256	0.093917	0.004959	-0.043236
1.700000	-0.462662	-3.680991	745.811121	745.820348	-6.831487	6.368824	-12.601025	8.920033	294.338531	-3.792647	361.900909	93.364326	-32.778227	-3.572171	0.057535	0.095500	0.004790	-0.043950
1.710000	-0.397423	-3.936068	744.863096	744.873602	-6.831487	6.434064	-12.712758	8.776690	293.701416	-3.953013	361.436401	93.678291	-32.896136	-3.605442	0.074376	0.110980	0.004840	-0.044164
1.720000	-0.478734	-3.999950	745.025485	745.036376	-6.847558	6.368824	-12.792568	8.792618	293.860718	-4.113378	360.971924	94.306221	-32.926165	-3.778550	0.053054	0.094498	0.005072	-0.044195
1.730000	-0.495760	-4.047766	745.648661	745.659813	-6.799345	6.303585	-12.808530	8.760764	293.382874	-4.113378	360.817078	95.562088	-33.239786	-3.891261	0.032271	0.075494	0.005219	-0.044578
1.740000	-0.415643	-4.063727	744.869290	744.880491	-6.702917	6.287274	-12.824492	8.760764	293.064301	-3.632281	360.817078	94.620193	-33.018184	-3.678668	0.007808	0.046301	0.004939	-0.044327
1.750000	-0.511831	-4.175251	745.155917	745.167790	-6.815415	6.303585	-12.840453	8.665202	293.064301	-4.113378	362.055756	94.149239	-33.262930	-3.535572	0.043121	0.085779	0.004745	-0.044639
1.760000	-0.656949	-4.079689	743.918211	743.929687	-6.927914	6.270965	-12.840453	8.760764	292.745758	-3.953013	360.662262	94.463203	-33.082960	-3.689528	0.047630	0.097079	0.004960	-0.044471
1.770000	-0.593142	-4.175322	744.067507	744.079458	-6.831487	6.238345	-12.872377	8.697056	292.745758	-4.113378	360.971924	94.463203	-33.172662	-3.668741	0.025634	0.072665	0.004931	-0.044583
1.780000	-0.464095	-4.079689	744.386999	744.398323	-6.735060	6.270965	-12.840453	8.760764	292.745758	-3.953013	360.817078	94.777176	-33.176717	-3.699949	0.009059	0.050021	0.004970	-0.044569
1.790000	-0.496237	-3.904389	743.910525	743.920936	-6.767202	6.270965	-12.792568	8.888179	292.745758	-4.113378	360.971924	94.306221	-33.153457	-3.645543	0.005944	0.047193	0.004901	-0.044566
1.800000	-0.577071	-3.760942	743.443083	743.452819	-6.815415	6.238345	-12.744682	8.983741	292.905029	-3.953013	361.126740	93.364326	-32.938569	-3.517444	0.003341	0.046703	0.004731	-0.044305
1.810000	-0.496715	-3.792795	744.226634	744.236464	-6.735060	6.238345	-12.744682	8.951887	292.745758	-4.113378	360.817078	94.777176	-33.221701	-3.720660	-0.008907	0.032227	0.004999	-0.044639
1.820000	-0.350881	-3.968201	745.475286	745.485930	-6.670775	6.319894	-12.840453	8.872252	292.905029	-3.953013	361.746094	94.777176	-33.335683	-3.602485	-0.007391	0.027476	0.004832	-0.044717
1.830000	-0.415404	-4.063938	743.924658	743.935874	-6.718988	6.303585	-12.920263	8.856325	292.745758	-3.953013	360.197754	94.934158	-33.084958	-3.790914	-0.008676	0.030508	0.005096	-0.044474
1.840000	-0.464095	-4.191493	745.481573	745.493501	-6.735060	6.270965	-12.984111	8.792618	292.745758	-3.953013	361.126740	95.562088	-33.390601	-3.756979	-0.012003	0.029908	0.005040	-0.044791
1.850000	-0.464572	-4.175531	744.373908	744.385764	-6.702917	6.238345	-12.968149	8.792618	292.905029	-4.273744	361.436401	94.306221	-33.234370	-3.626737	-0.023040	0.018046	0.004872	-0.044647
1.860000	-0.416598	-4.255131	745.150569	745.162835	-6.638632	6.222034	-12.952187	8.697056	292.267914	-4.434110	361.126740	96.190025	-33.705113	-3.830584	-0.025776	0.014942	0.005141	-0.045233
1.870000	-0.302906	-4.350762	745.624899	745.637654	-6.606490	6.303585	-12.984111	8.633348	292.267914	-4.273744	361.126740	96.503990	-33.731529	-3.843900	-0.012080	0.024052	0.005155	-0.045239
1.880000	-0.221594	-4.430431	744.680419	744.693632	-6.590419	6.368824	-13.000072	8.569641	292.108643	-4.594475	360.662262	96.503990	-33.731049	-3.915353	0.003483	0.036815	0.005258	-0.045296
1.890000	-0.254692	-4.271093	745.463317	745.475596	-6.558277	6.303585	-12.968149	8.697056	292.267914	-4.594475	360.971924	96.817955	-33.831090	-3.936472	-0.027452	0.006660	0.005281	-0.045383
1.900000	-0.223505	-4.079689	742.187889	742.199135	-6.461849	6.238345	-12.840453	8.760764	291.949371	-4.594475	359.113922	95.719070	-33.312035	-3.987937	-0.052107	-0.020155	0.005373	-0.044884
1.910000	-0.158981	-4.239063	743.291106	743.303211	-6.413636	6.254654	-12.888339	8.649276	291.630829	-4.273744	358.959076	96.974945	-33.524631	-4.077607	-0.050856	-0.020430	0.005486	-0.045103
1.920000	-0.046483	-4.334520	743.766189	743.778821	-6.301137	6.254654	-12.840453	8.505933	291.790100	-4.594475	358.339752	98.230812	-33.679936	-4.355168	-0.050408	-0.022922	0.005856	-0.045283
1.930000	0.099113	-4.493790	743.614604	743.628189	-6.220782	6.319894	-12.840453	8.346663	291.630829	-4.434110	358.030090	98.387794	-33.642014	-4.366257	-0.034319	-0.012417	0.005872	-0.045241
1.940000	0.131494	-4.541466	743.626426	743.640306	-6.204710	6.336205	-12.792568	8.251102	291.790100	-4.594475	357.101105	99.329697	-33.642671	-4.627663	-0.017057	0.005256	0.006223	-0.045241
1.950000	0.212327	-4.796576	743.477099	743.492602	-6.156497	6.368824	-12.920263	8.123687	291.790100	-4.434110	356.791412	99.329697	-33.537179	-4.641945	-0.020210	0.000160	0.006244	-0.045109
1.960000	0.277090	-5.019728	744.254356	744.271335	-6.124354	6.401444	-13.000072	7.980345	291.790100	-4.594475	357.101105	99.957626	-33.746735	-4.696463	-0.012490	0.006621	0.006310	-0.045343
1.970000	0.341374	-5.051476	744.594390	744.611604	-6.060070	6.401444	-12.952187	7.900710	292.108643	-4.594475	355.552765	101.527458	-33.685896	-5.105976	-0.010045	0.009151	0.006857	-0.045241
1.980000	0.373040	-5.242740	742.866084	742.884678	-5.995785	6.368824	-13.016034	7.773294	291.471527	-4.434110	355.243103	100.585564	-33.522328	-4.932985	-0.021798	-0.003817	0.006640	-0.045126
1.990000	0.486015	-5.178823	742.391999	742.410221	-5.915429	6.401444	-12.920263	7.741441	292.108643	-4.915206	355.397919	99.800644	-33.367980	-4.949318	-0.016030	-0.003349	0.006667	-0.044947
2.000000	0.549583	-5.083086	743.501308	743.518887	-5.802931	6.352514	-12.840453	7.757368	292.745758	-4.754841	355.552765	99.957626	-33.275158	-5.003924	-0.040649	-0.031036	0.006730	-0.044755
2.010000	0.500892	-4.843797	743.519222	743.535169	-5.819002	6.319894	-12.664872	7.821075	293.542145	-4.754841	355.088257	99.643661	-32.970954	-5.119747	-0.030534	-0.019393	0.006886	-0.044344
2.020000	0.582203	-4.732099	743.363312	743.378602	-5.802931	6.385134	-12.569101	7.837002	293.701416	-4.915206	354.933441	99.643661	-32.945236	-5.173022	-0.011119	-0.003992	0.006959	-0.044319
2.030000	0.597558	-4.572549	745.570254	745.584515	-5.738646	6.336205	-12.441405	7.868856	294.657104	-4.113378	356.481750	98.544777	-32.690797	-4.873131	-0.022261	-0.018576	0.006536	-0.043847
2.040000	0.630178	-4.476779	744.173796	744.187529	-5.738646	6.368824	-12.345634	7.868856	295.134918	-4.273744	355.552765	97.759857	-32.288836	-4.965533	-0.004245	-0.001716	0.006673	-0.043389
2.050000	0.646250	-4.365150	744.644874	744.657949	-5.722575	6.368824	-12.281787	7.916637	295.612762	-4.594475	355.552765	98.073822	-32.325230	-5.098314	-0.005531	-0.003698	0.006847	-0.043410
2.060000	0.694941	-4.317229	744.979369	744.992202	-5.706503	6.401444	-12.217939	7.900710	296.568420	-4.273744	355.552765	97.131927	-31.883729	-5.059287	0.007352	0.006928	0.006791	-0.042798
2.070000	0.824943	-4.141892	745.141096	745.153064	-5.674361	6.499304	-12.154091	8.012198	296.727692	-3.953013	355.862427	96.503990	-31.731964	-4.921550	0.014778	0.007005	0.006605	-0.042585
2.080000	0.694463	-3.727444	746.104912	746.114546	-5.674361	6.368824	-11.994473	8.267029	297.842651	-3.471916	356.172089	95.562088	-31.304955	-4.853297	-0.022743	-0.027635	0.006505	-0.041958
2.090000	0.548390	-3.440443	743.904962	743.913120	-5.722575	6.270965	-11.850815	8.410372	298.161194	-3.792647	356.172089	93.364326	-30.878755	-4.672852	-0.032635	-0.033786	0.006282	-0.041509
2.100000	0.563983	-3.217292	745.799778	745.806931	-5.674361	6.238345	-11.771006	8.553714	299.116852	-3.311550	357.101105	92.893372	-30.693058	-4.561101	-0.056425	-0.059960	0.006116	-0.041155
2.110000	0.514575	-3.089841	745.343376	745.349958	-5.642219	6.156795	-11.755043	8.665202	299.594696	-3.151185	356.791412	92.108452	-30.352229	-4.544395	-0.090627	-0.092743	0.006097	-0.040722
2.120000	0.433981	-3.105767	745.665637	745.672231	-5.706503	6.140485	-11.755043	8.649276	300.231812	-2.990819	357.101105	91.323540	-30.096972	-4.473879	-0.079121	-0.078003	0.006000	-0.040363
2.130000	0.337554	-3.185438	744.571330	744.578221	-5.802931	6.140485	-11.771006	8.585567	300.550354	-2.990819	357.101105	89.910690	-29.747109	-4.346901	-0.054106	-0.048995	0.005838	-0.039952
2.140000	0.256721	-3.185508	744.264696	744.271558	-5.851144	6.107865	-11.802929	8.617421	301.187469	-2.670088	357.720428	88.026886	-29.302640	-4.088130	-0.058640	-0.051250	0.005493	-0.039371
2.150000	0.209462	-3.233358	745.202563	745.209607	-5.963643	6.173105	-11.834853	8.601495	301.506012	-2.670088	358.339752	88.026886	-29.360643	-4.054162	-0.025012	-0.015674	0.005440	-0.039400
2.160000	0.080893	-3.265352	743.022418	743.029597	-6.092212	6.173105	-11.898701	8.633348	302.302399	-2.990819	357.410767	86.300072	-28.732912	-4.098263	-0.010783	0.004100	0.005516	-0.038670
2.170000	0.081370	-3.249391	743.342527	743.349634	-6.124354	6.205725	-11.882739	8.633348	302.620972	-2.509722	358.030090	85.201187	-28.477784	-3.872553	0.004085	0.017896	0.005210	-0.038310
2.180000	0.065060	-3.153689	743.987770	743.994457	-6.124354	6.189415	-11.818892	8.665202	303.417358	-2.028625	358.339752	84.259285	-28.100146	-3.760934	0.004663	0.018147	0.005055	-0.037770
2.190000	-0.079819	-2.914575	741.802265	741.807995	-6.252924	6.173105	-11.723120	8.808545	303.735901	-1.868260	358.030090	81.904533	-27.482242	-3.541024	0.021406	0.038276	0.004774	-0.037048
2.200000	-0.160175	-2.611684	743.068679	743.073286	-6.333280	6.173105	-11.595425	8.983741	304.532288	-1.707894	358.339752	81.904533	-27.366454	-3.583804	0.031777	0.050272	0.004823	-0.036829
2.210000	-0.241486	-2.324789	742.927939	742.931616	-6.349351	6.107865	-11.499653	9.174864	305.487976	-1.387163	358.649414	80.177711	-26.840648	-3.419279	0.010501	0.029925	0.004602	-0.036128
2.220000	-0.323036	-1.862418	744.027823	744.030224	-6.349351	6.026315	-11.276186	9.413768	306.602905	-1.387163	359.733246	79.078835	-26.635460	-3.294816	-0.007661	0.012151	0.004428	-0.035799
2.230000	-0.388037	-1.543566	742.792051	742.793756	-6.365422	5.977385	-11.132529	9.588964	307.080750	-1.066431	359.268738	77.508995	-26.083224	-3.183954	-0.018018	0.002225	0.004286	-0.035115
2.240000	-0.550660	-1.097121	742.341923	742.342938	-6.397565	5.846905	-10.909062	9.811941	308.354950	-0.745700	359.578430	75.154243	-25.375316	-2.985955	-0.037626	-0.014390	0.004022	-0.034183
